abstruso,ininteligible/recondito/indescifrable/inaccesible
absurda,disparatada/descabellada/ilogica
absurdo,disparatado/descabellado/ilogico/incongruencia/desatinado
abultada,robusta/barrigona/corpulenta
abultado,robusto/inflado/craso/barrigon/barrigudo/tumefacto
abundante,que_hay_mucho
aburrido,pesado/gris/cansado/mediocre/monotono/soso/fastidiado
abusada,perspicaz
abusado,perspicaz
abusiva,injusto/aplastante/subyugador/dictatorial/arrolaldor
abusivo,desorbitado/subjetivo/exagerado/inmoderado/leonino
abuson,logrero/explotador/despota/negrero/tirano/opresor
abyecta,rastrera
abyecto,innoble/ignominioso/abominable/humillado/bajo/infame
acabable,que_se_puede_acabar
acabado,extinto/agotado/rematado/fracasado/arruinado/perfecto
academico,clasico/colegial/normativo/culto/purista/docente/escolar
acalorado,conmovido/ardoroso/bullente/arrobado/alterado/espumoso
acampanado,abocinado/atrompetado
acanelada,con_sabor_a_canela
acanelado,con_sabor_a_canela
acantilado,escarpadura/escarpa/escabrosidad/declive/abismo/precipicio
acasarado,nombre/compuesto-inicia-con-a
acaudalado,opulento/afortunado/prospero/establecido/multimillonario
accesorio,paramento/prescindible/suplemento/circunstancial/exterior
accidental,adjetivo_inicia_con_a
accionaria,adjetivo_inicia_con_a
accionarial,adjetivo_inicia_con_a
accionista,propietario_de_acciones
acechante,que_acecha
acefalo,decapitado/descabezado
aceitera,alcuza
aceitosa,mantecosa/grasosa
aceitoso,lipoideo/oleaginoso/untuoso/sebaceo/mantecoso/viscoso
aceituna,fruto_del_olivo
aceitunado,cetrino/olivaceo/verdoso
aceitunil,aceitunado
aceituno,olivo
acelerado,rabion/escopetado/apresurado/diligente/precipitado
acemilero,peon/labriego/mulero/arriero/paleto/ganan/bracero
acendrado,acrisolado/limpio/puro/aquilatado/depurado/integro
aceptable,aprobado
acerado,ofensivo/agudo/caustico/afilado/mordaz/duro/acido
acerbo,agrio/desapacible/acre/intransigente/despiadado/duro
acertada,correcta
acertado,preciso/correcto/favorecedor/eficaz/feliz/favoreciente
acetilsalicilico,nombre/compuesto-inicia-con-a
achacoso,delicado/fragil/enfermizo/decrepito/enclenque/marchito
achaparrado,gordo/desmedrado/regordete/bajo/chaparro/liliputiense
aciago,funebre/hostil/negro/ominoso/infortunado/azaroso/mortal
acicalado,adecentado/engalanado/preparado/compuesto/encopetado
acimo,nombre/compuesto-inicia-con-a
aclarado,lavado/barrido/fregado/engalanado/limpio/enjabonado
aclaratorio,revelador/dilucidador/esclarecedor/iluminador/explicativo
acomedida,servicial
acomedido,servicial_masculino
acomodada,que_esta_comodo
acomodadizo,acomodaticio
acomodado,opulento/afortunado/prospero/completo/boyante/establecido
acomodaticio,docil/facil/tratable/acomodadizo/obediente/manejable
acompasado,sincronico/ritmico/medido/regular/cadencioso/armonioso
aconsejado,avisado/juicioso/asesorado/sensato/advertido/prudente
acorazada,nombre/compuesto-inicia-con-a
acordado,preciso/adaptado/establecido/resuelto/convenido/juicioso
acorde,conforme/tres_sonidos_combinados
acordeonista,persona_que_toca_el_acordeon
acostado,tumbado/recostado/echado
acostumbrada,adjetivo_inicia_con_a
acostumbrado,experto/ducho/frecuente/continuo/constante/habituado
acre,medida_de_superficie
acreditado,verdadero/autorizado/puro/competente/facultado/predominante
acreedor,reclamante/merecedor/digno/solicitante/demandante
acrobata,que_hace_acrobacias
acrobatico,deportivo/gimnastico/agil/atletico/ligero
activista,militante_de_movimiento_social
activo,nervioso/presto/fuguillas/eficaz/ligero/raudo/acelerado
actual,relativo_al_tiempo_presente
actualizada,puesta_al_dia
actualizado,puesto_al_dia
acuario,deposito_agua_con_animales_vivos
acuatico,empapado/maritimo/fluvial/aguado/marino/hidrologico
acultural,sin_cultura
acumulado,nombre/compuesto-inicia-con-a
acumulador,pila/deposito/condensador/bateria
acuoso,empapado/maritimo/fluvial/aguado/marino/hidrologico
acusada,persona_a_quien_se-acusa
acusado,acentuado/imputado/demandado/dibujado/perceptible
acuson,soplon/chivato/acusica/delator
acustico,sonoro/auditivo
acutangulo,nombre/compuesto-inicia-con-a
adaptable,que_se_puede_adaptar
adecuada,que_se_puede_usar
adecuado,preciso/afin/habitable/aparejado/correcto/favorecedor
adelantado,precoz/aventajado/superior/destacado/avanzado
adepto,incondicional/legal/leal/fiel/amigo/seguidor/partidario
adhesivo,adherente/goma/aglutinante/cola/pegajoso/cohesivo
adicion,nombre/compuesto-inicia-con-a
adicional,que_se_suma_o_agrega
adicto,entusiasta/drogodependiente/incondicional/simpatizante
adiestrado,preceptor/experto/perito/amaestrado/maestro/profesor
adiestrador,amaestrador
adinerado,opulento/establecido/multimillonario/potentado/colocado
adintelado,nombre/compuesto-inicia-con-a
adiposo,gordo/graso/obeso
adjetivo,accidental/secundario/calificativo/epiteto/apelativo
adjunto,fusionado/yuxtapuesto/adherido/vecino/ligado/adyacente
administrador,regente/albacea/gobernante/mandatario/apoderado/directivo
administrativo,oficinesco/burocratico/funcionario/burocrata/oficinista
admirador,entusiasta/inclinado/hincha/simpatizante/apegado/adepto
admirativo,ponderativo/exclamativo
admisible,que_se_puede_aceptar
adocenado,docil/aborregado/emborregado/mediocre/vulgar/gregario
adolescente,que_esta_en_adolescencia
adoptable,que_se_puede_adoptar
adoptante,que_adopta
adoptivo,prohijado/recogido/adoptado/acogido
adorador,entusiasta/amante/enamorado/aficionado/fan/apasionado
adoratriz,que_adora
adosado,adyacente/adherido/pegado/contiguo/unido/junto/anexo
adquirente,que_adquiere
adquirido,nombre/compuesto-inicia-con-a
adragante,nombre/compuesto-inicia-con-a
adulador,humillado/abyecto/embelesador/rastrero/ruin/halagueno
adulterino,ilegitimo/infiel/adultero/bastardo/abarraganado/amancebado
adultero,amancebado/adulterino/infiel/abarraganado
adulto,formado/maduro/madurado/sazonado/sensato/reflexivo
adusto,agrio/desapacible/acre/intransigente/hurano/acido
advenedizo,extrano/forastero/intruso/foraneo
adventicio,accidental/casual/inopinado/fortuito/esporadico/eventual
adverado,nombre/compuesto-inicia-con-a
adverso,hostil/negro/azaroso/contrario/amenazador/nefasto
advertido,experto/preparado/ducho/asesorado/juicioso/despabilado
adyacente,situado_en_la_proximidad
adyuvante,que_ayuda
aerea,relativo_al_aire
aereo,delicado/leve/etereo/sutil/tenue/vaporoso/volatil
aeroespacial,relativo_a_atmosfera_terrestreYespacioExterior
aeronaval,de_la_aviacionYmarina
afaccionado,nombre/compuesto-inicia-con-a
afanoso,hacendoso/trabajador/esforzado/diligente/activo/tenaz
afectado,barroco/untuoso/teatral/trastornado/impresionado/gazmono
afectivo,carinoso/dulce/impresionable/amable/afectuoso/emocionable
afecto,amor/afinidad/enamoramiento/empeno/impetu/pasion/tendencia
afectuoso,misericordioso/benevolente/complaciente/caluroso/desprendido
afeitador,peluquero/rapador/barbero/figaro/rapabarbas
afelpado,lanoso/velludo/algodonoso/aterciopelado/velloso/lanudo
afeminado,maricon/sarasa/mariquita/desviado/homosexual/femineo
afianzador,girostato/consolidador/giroscopio/giroscopo/estabilizador
aficionado,entusiasta/amante/inclinado/diletante/simpatizante
afilado,apuntado/ofensivo/caustico/esqueletico/flaco/quebrado
afiliado,alineado/simpatizante/encuadrado/vinculado/adscrito
afin,adjetivo_inicia_con_a
afirmativo,declarativo/aseverativo/enunciativo
aflorado,nombre/compuesto-inicia-con-a
afortunada,que_tiene_fortuna
afortunado,radiante/favorecido/prospero/adjudicatario/encantado
afrentoso,ofensivo/humillante/injurioso/vejatorio/vergonzoso
afrodescendiente,que_desciende_de_africa
afrodisiaco,afrodisiaco
afrodita,diosa_del_amor
agachon,ave_acuatica_lagunasCDMex
agareno,arabigo/sarraceno/ismaelita/islamita/islamico/arabe
agarrada,reconvencion/bronca/pendencia/trifulca/gresca/pelotera
agarrado,avaricioso/usurero/aferrado/aprehendido/judio/amarrete
agarrador,agarradero/mango/tejadillo/asa/empunadura/albardilla
agente,trabaja-en-agencia
agestado,nombre/compuesto-inicia-con-a
agil,habilYrapido
agitado,nervioso/fuguillas/vivo/vehemente/ardoroso/bullente
agitador,perturbador/activista/propagandista/provocador/instigador
aglomerante,que_aglomera
aglutinante,que_agulitna
agobiante,que_agobia
agonico,agobiante/expirante/mortecino/angustioso/tragico/deshauciado
agonista,adjetivo-inicia-con-a
agonizante,que_esta_muriendo
agorero,vidente/mago/cenizo/gafe/zahori/aruspice/agonias/augur
agotable,que_se_puede_acabar
agotador,penoso/pesado/agobiante/debilitador/duro/atosigante
agradable,afable_entrato
agradecida,persona_que_agradece
agradecido,obligado/reconocido
agrandada,se_cree_superior
agrandado,se_cree_superior
agrario,rustico/campestre/rural/agricola/campesino/agreste
agrarista,partidario_del_agrarismo
agravante,situaci�n_que_empeora_o_aumenta_gravedad
agraz,desagradable/molesto/uva_sinmadurar
agresivo,belicoso/esforzado/militarista/animoso/atrevido/arrojado
agresor,atacante/asaltante
agreste,rudo/tosco/grosero/aspero
agricola,relativo-a-agricultura
agridulce,mezcla_agrioYdulce
agrio,desapacible/acre/intransigente/despiadado/duro/hurano
agrisado,ceniciento/gris/grisaceo/plomizo/borroso
aguacate,agua_pasa_por_mi_casa_cate_de_mi_corazon_el_que_no_me_lo_adi
aguada,paraje_donde_hay_agua
aguadero,pila/aguaje/abrevadero/pilon
aguanon,nombre/compuesto-inicia-con-a
aguanoso,aguachento/claro/aguado/diluido
aguantable,que_se_puede_soportar
aguda,que_termina_en_punta_o_filo
agudo,apuntado/ofensivo/caustico/avispado/afilado/saleroso
aguerrido,campeador/belicoso/beligerante/combativo/combatiente
aguileno,ganchudo/corvo
aguililla,nombre/compuesto-inicia-con-a
agustin,nombre/compuesto-inicia-con-a
aguzado,apuntado/puntiagudo/agudo/buido/afilado/punzante
ahogada,tipo_de_asfixia_en_agua
ahogado,abrumado/asfixiado/preocupado/agobiado/reprimido/oprimido
ahorcado,este_juego
ahorrador,barato/economico/guardoso/ahorrativo
ahorrativo,usurero/guardoso/miserable/austero/frugal/ahorrador
ahumado,oscurecido/tintado/tiznado/ennegrecido
ahusado,fusiforme
airada,nombre/compuesto-inicia-con-a
airoso,galan/desenvuelto/guapo/alegre/garboso/elegante/delgado
aislado,accidental/incomunicacion/apartado/estanco/escusado
aislante,dificulta_transmision_de_calor
ajedrecista,jugador-de-ajedrez
ajedrezado,cuadriculado
ajeno,visible/desconocedor/ignorante/superficial/indiferente
ajustado,preciso/adaptado/fiel/apurado/cumplidor/angosto/concorde
ajustador,camisa/armador/tunica/flotador/chaquetilla/jubon/camisola
alabador,encomiastico/encarecedor/ensalzador/laudatorio/enaltecedor
alabancioso,pretencioso/baladron/exagerador/vanidoso/cacareador
alabeado,combado/abovedado/curvado/corvo/arqueado
alada,con_alas
alado,rapido/ligero/raudo/veloz
alambicado,complicado/sinuoso/sutil/rebuscado
alanceador,picador/ulano/alabardero/lancero/rejoneador
alargado,espacioso/oblongo/dilatado/vasto/ovalado/oval/horizontal
alarmante,preocupante
alazan,rojizo/canela/anaranjado
alba,aurora/alborada/manana/alboreo/albor/amanecida/orto
albacea,encagado-cumplir-voluntad-fallecido
albahaquilla,nombre/compuesto-inicia-con-a
albanila,nombre/compuesto-inicia-con-a
albino,blancuzco/albuginoso/blanquinoso/blanco/ruedo/inmaculado
albo,blancuzco/blanquinoso/blanco/albino/ruedo/inmaculado
alborotado,afectado/desquiciado/desfigurado/perturbado/banderizo
alborotador,vocinglero/sinverguenza/escandaloso/indocil/vividor
alburente,nombre/compuesto-inicia-con-a
alcanzable,accesible/asequible
alcanzado,aprehendido/ajustado/atrapado/pillado/escaso/tocado
alcaravanero,nombre/compuesto-inicia-con-a
alcista,tienda_a_la_alza
alcoholico,ebrio/dipsomano/beodo/bebedor/borracho/mamado/embriagado
alcornoque,arbol_tronco_torcido
aldeano,vale/labriego/horticultor/lugareno/rustico/pueblerino
aleatorio,accidental/estocastico/casual/azaroso/fortuito/imprevisto
aleccionador,moralizante/perfeccionador/estimulador/enriquecedor
alechugado,nombre/compuesto-inicia-con-a
aledano,lindero/adyacente/lindante/vecino/fronterizo/colindante
alegorico,emblematico/distintivo/metaforico/figurado/simbolico
alegre,contento/radiante/afortunado/bailable/desenvuelto
alejado,distante/apartado/lejano/retirado/separado/remoto
alelado,ganso/tontaina/abanto/terco/gili/obcecado/ignorante
aleman,teuton/germanico/tudesco/germano/ario/teutonico
alentador,confortante/estimulante/animador
alero,basquetbolista_por_los_flancos
alerta,atento/vigilante/aviso
alevoso,falso/telon/perfido/desleal/traidor
alfabeta,sabe-leer-y-escribir
alfanumerico,alfanumerico
algodonoso,lanoso/velludo/afelpado/aterciopelado/velloso/lanudo
algoritmico,numerico/aritmetico/numeral/matematico
alguacil,ificial-de-la-justicia
alguno,alguien/algun/determinado/cualquiera/cierto
alhaja,gema/joya/tesoro/maravilla/sortija/piedra-preciosa
aliado,coligado/amigo/unido/socio/asociado/partidario/confederado
alicaido,decaido/flaco/melancolico/macilento/deprimido/cabizbajo
alicuanta,nombre/compuesto-inicia-con-a
alienable,enajenable
alimentario,nutriente/alimenticio/nutritivo/nutricio/comestible
alimenticio,nutriente/alimentario/nutritivo/nutricio/comestible
alma,afectividad/meollo/animo/corazon/entranas/jugo/fondo
almacenista,trabajador-en-almacen
almandino,nombre/compuesto-inicia-con-a
almidonado,atildado/acicalado/estirado/peripuesto
almohada,travesano/almohadon/larguero/cabezal/colchoneta/colchoncillo
almohadillado,mullido/guateado/pulvinulado/acolchado
alocado,mequetrefe/precipitado/bestial/imprudente/salvaje
alonso,nombre/compuesto-inicia-con-a
alpina,de-los-alpes-o-alpinismo
alpinista,practica-alpinismo
alpino,montanoso/montaraz/escarpado
alpistero,nombre/compuesto-inicia-con-a
alquimista,profesion-de-nicolas-flamel
alsaciano,Deutscher-Schaferhund/ovejero-aleman/perro-policia
alta,inscripcion/ingreso/entrada/reincorporacion/incorporacion
altanero,olimpico/vacuo/orgulloso/fatuo/soberbio/petulante
alterable,que-se-altera
alterado,nombre/compuesto-inicia-con-a
alterante,que-altera
alternante,sucede-con-otra-cosa-reciproca-y-repetidamente
alternativa,solucion/opcion/posibilidad/encrucijada/dilema/eleccion
alternativo,marginal/independiente/periodico/ciclico/alterno/no-comercia
alterno,marginal/independiente/periodico/ciclico/no-comercial
altilocuente,grandilocuente
altisonante,muy-sonoro-y-elevado
altisono,afectado/pomposo/enfatico/pedante/rebuscado/engolado
altitonante,que-truena-desde-lo-alto
altivo,fatuo/soberbio/valenton/arrogante/vanidoso/altanero
alto,ganso/esqueletico/espacioso/flaco/herculeo/larguirucho
altruista,filantropo/generoso/humanitario
alucinante,adjetivo-inicia-con-a
aludido,dicho/referido/antedicho/anterior/mencionado/citado
alumbrado,llama/tendido/luz/luminaria
alumbrante,adjetivo-inicia-con-a
alusivo,tocante/concerniente/relativo/referente
aluvial,adjetivo-inicia-con-a
alveolar,adjetivo-inicia-con-a
alzada,cruz/apelacion/recurso/altura
alzado,elevado/izado/encaramado/engreido/sedicioso/aupado
amable,adjetivo-inicia-con-a
amaestrado,adiestrado/domesticado/domado/manso
amaestrador,adiestrador
amalecita,adjetivo-inicia-con-a
amansado,nombre/compuesto-inicia-con-a
amante,adjetivo-inicia-con-a
amaranto,adjetivo-inicia-con-a
amargo,agrio/fastidioso/embarazado/pesado/inaguantable/despiadado
amarguero,nombre/compuesto-inicia-con-a
amarillento,bilioso/colerico/mordaz/pajizo/ambar/dorado/rubio
amarillismo,adjetivo-inicia-con-a
amarillista,adjetivo-inicia-con-a
amarillo,bilioso/colerico/mordaz/pajizo/gualdo/dorado/rubio
amariposado,mariposa/sarasa/amariconado/amanerado/afeminado/marica
amarrado,cenido/liado/atado/ligado/anudado/enlazado
amateur,adjetivo-inicia-con-a
amatista,adjetivo-inicia-con-a
amatorio,erotico/amoroso
amazacotado,compacto/apretujado/denso/apelmazado/comprimido/apretado
ambarino,bilioso/colerico/mordaz/pajizo/ambar/dorado/rubio
ambicioso,avaricioso/codicioso/avaro/arribista/agalludo/angurriento
ambiental,adjetivo-inicia-con-a
ambientalista,adjetivo-inicia-con-a
ambiente,bullicio/esfera/escenario/circulo/concurrencia/animacion
ambiguo,equivoco/impreciso/anfibologico/confuso/azaroso/vago
ambivalente,adjetivo-inicia-con-a
ambligonio,nombre/compuesto-inicia-con-a
ambliope,adjetivo-inicia-con-a
ambulacral,adjetivo-inicia-con-a
ambulante,adjetivo-inicia-con-a
ambulatorio,dispensario/clinica/centro-de-salud/consultorio
amenazador,alborotador/intranquilizante/aciago/ladrador/siniestro
amenazante,adjetivo-inicia-con-a
ameno,deleitable/divertido/variado/distraido/agradable/interesante
americana,chaqueta/saco
americanista,fan_del_america
americano,sudamericano/sudaca/gabacho/gringo/criollo/latinoamericano
amerindio,sudamericano/sudaca/americano/criollo/latinoamericano
amestizado,achinado/aindiado/mestizo
ametralladora,metralleta
amigable,adjetivo-inicia-con-a
amigo,amante/incondicional/legal/leal/fiel/adepto/aliado
amistoso,entranable/carinoso/amable/atento/afectuoso/amigable
amoniacal,adjetivo-inicia-con-a
amonita,adjetivo-inicia-con-a
amontillado,adjetivo-inicia-con-a
amoratado,violaceo/morado/cardeno/livido
amorfo,disforme/desfigurado/informe/irregular/escarceo/galanteo
amortizable,adjetivo-inicia-con-a
amotinado,sedicioso/rebelde/faccioso/alzado/sublevado
amovible,adjetivo-inicia-con-a
amparador,abnegado/defensor/auxiliador/caritativo/favorecedor
amplificador,altoparlante/megafono/altavoz
amplio,espacioso/espeso/dilatado/vasto/alto/largo/pesado
ampollar,adjetivo-inicia-con-a
ampuloso,afectado/barroco/pomposo/enfatico/declamatorio/artificioso
anabaptista,adjetivo-inicia-con-a
anacanto,adjetivo-inicia-con-a
anadido,adicion/suplemento/agregado/apendice/anadidura/aditamento
anafea,nombre/compuesto-inicia-con-a
anal,adjetivo-inicia-con-a
analfabeto,desconocedor/ignorante/iletrado/inculto/lego/profano
analizable,adjetivo-inicia-con-a
analogico,proximo/analogo/similar/afin/cercano/parecido/semejante
analogo,analogico/proximo/tal/comparable/similar/afin/equiparable
anarquista,adjetivo-inicia-con-a
anarquizante,adjetivo-inicia-con-a
anatomico,corporal/estructurado/organico/viviente/somatico/biologico
ancestral,adjetivo-inicia-con-a
ancha,adjetivo-inicia-con-a
ancho,espacioso/ufano/encantado/dilatado/orgulloso/vasto
anchuroso,ancho/extenso/espacioso/sobrado/alargado/holgado/grande
anciano,antecesor/yayo/carcamal/retablo/duradero/longevo/abuelo
ancorada,nombre/compuesto-inicia-con-a
andador,andariego/nomada/errante/andaderas/itinerante/andante
andalotera,adjetivo-inicia-con-a
andalotero,adjetivo-inicia-con-a
andalucista,adjetivo-inicia-con-a
andana,nombre/compuesto-inicia-con-a
andante,adjetivo-inicia-con-a
andariego,nomada/errante/itinerante/andante/andarin/ambulante
andina,adjetivo-inicia-con-a
andrajoso,roto/zarrapastroso/astroso/harapiento/sucio/galopin
anejo,fusionado/proximo/inmediato/conexo/adyacente/yuxtapuesto
anestesico,anestesia/somnifero/sedante/barbiturico/alcaloide
anestesista,medico
anexionista,adjetivo-inicia-con-a
anexo,colateral/adyacente/adosado/adherido/pegado/anejo
anfibio,anuro/urodelo/apodo/batracio
anfineuro,adjetivo-inicia-con-a
anfractuoso,abrupto/tortuoso/irregular/desigual/quebrado/intrincado
angelical,adjetivo-inicia-con-a
angla,promontorio/lengua/cabo
anglohablante,adjetivo-inicia-con-a
angloparlante,adjetivo-inicia-con-a
anglosajon,britano/ingles/sajon/britanico
angosto,cenido/ajustado/prieto/estrecho/apretado
angular,adjetivo-inicia-con-a
anguloso,quebrado/recortado/saliente/afilado
angustiado,nervioso/melancolico/ansioso/deprimido/apurado/atosigado
angustiante,adjetivo-inicia-con-a
angustioso,agotador/pesimo/agobiante/lamentable/lastimoso/tragico
anhelante,adjetivo-inicia-con-a
animada,adjetivo-inicia-con-a
animado,alborotador/distraido/interesante/resuelto/vividor
animador,estimulante/comentarista/presentador/locutor/confortante
animal,adjetivo-inicia-con-a
animico,espiritualidad/intelectual/moral/psiquico/espiritual
animoso,vivo/brioso/resuelto/ilusionado/emprendedor/impetuoso
aninado,infantil/pueril
aniquilador,devastador/exterminador/destructor
anisado,anis/ojen/anisete
anisodonte,adjetivo-inicia-con-a
anodino,trivial/gris/mediocre/monotono/soso/futil/insignificante
anomalo,irregular/defectuoso/raro/insolito/anormal/aberrante
anomuro,adjetivo-inicia-con-a
anonimo,oculto/ilegitimo/furtivo/incognito/ilegal/secreto
anopluro,adjetivo-inicia-con-a
anqueta,nombre/compuesto-inicia-con-a
anseriforme,adjetivo-inicia-con-a
ansioso,avido/indigente/precipitado/nervioso/hambriento/impetuoso
antagonico,antagonista/encontrado/irreconciliable/enfrentado
antagonista,adjetivo-inicia-con-a
antartico,meridional/austral
antecedente,adjetivo-inicia-con-a
antecesor,yayo/antepasado/abuelo/viejo/ascendiente/anciano
antemano,nombre/compuesto-inicia-con-a
antepasado,antecesor/yayo/tradicional/antiguo/abuelo/ancestro
anterior,adjetivo-inicia-con-a
anti,adjetivo-inicia-con-a
anticariense,adjetivo-inicia-con-a
anticarro,adjetivo-inicia-con-a
anticipado,nombre/compuesto-inicia-con-a
anticipante,adjetivo-inicia-con-a
anticlinal,adjetivo-inicia-con-a
anticomercial,adjetivo-inicia-con-a
anticongelante,adjetivo-inicia-con-a
anticontaminacion,adjetivo-inicia-con-a
anticuado,caduco/trasnochado/obsoleto/antiguo/pasado/antediluviano
antidroga,adjetivo-inicia-con-a
antiguo,obsoleto/manana/antediluviano/ancestro/arcaico/envejecido
antimonial,adjetivo-inicia-con-a
antiniebla,adjetivo-inicia-con-a
antipatico,inaguantable/repelente/hurano/atravesado/seco/hosco
antipersona,adjetivo-inicia-con-a
antipersonal,adjetivo-inicia-con-a
antipiretico,antifebril/febrifugo
antipoda,adjetivo-inicia-con-a
antirrobo,adjetivo-inicia-con-a
antiscio,adjetivo-inicia-con-a
antitanque,adjetivo-inicia-con-a
antitetico,encontrado/antagonico/enfrentado/enemigo/antipoda
antojadizo,tornadizo/loco/maniatico/perturbado/lunatico/veleidoso
antonimo,opuesto/contrario
antozoo,adjetivo-inicia-con-a
antropofago,canibal
antropoide,adjetivo-inicia-con-a
antropomorfita,adjetivo-inicia-con-a
antropomorfo,cuadrumano/antropoide/simio
antuerpiense,adjetivo-inicia-con-a
anual,adjetivo-inicia-con-a
anuente,adjetivo-inicia-con-a
anular,adjetivo-inicia-con-a
anunciante,adjetivo-inicia-con-a
anuro,apodo/urodelo/anfibio/batracio
aovado,ahuevado/ovalado/alargado/oviforme/ovoide/oblongo
apabullante,adjetivo-inicia-con-a
apacible,adjetivo-inicia-con-a
apagable,adjetivo-inicia-con-a
apagon,adjetivo-inicia-con-a
apaisado,ancho/extenso/espacioso/anchuroso/sobrado/alargado
apanado,compuesto/trucado/manitas/manoso/habilidoso/suave
aparador,comedor/bar/bufe/restaurante/estante/armario/estanteria
aparadura,nombre/compuesto-inicia-con-a
aparatera,adjetivo-inicia-con-a
aparatero,adjetivo-inicia-con-a
aparatoso,fastuoso/afectado/ostentoso/suntuoso/pomposo/teatral
aparejado,idoneo/inherente/apto/unido/adecuado/vinculado/emparejado
aparejador,perito/arquitecto-tecnico
aparente,visible/ficticio/indiferente/inexacto/falsificado
apartado,lejos/reservado/genero/a-distancia/especie/escusado
aparte,adjetivo-inicia-con-a
apasionada,adjetivo-inicia-con-a
apasionado,amante/fervoroso/incondicional/caluroso/conmovido
apasionante,adjetivo-inicia-con-a
apatico,dejado/glacial/desinteresado/distante/desafecto/pasivo
apatrida,adjetivo-inicia-con-a
apelable,adjetivo-inicia-con-a
apelante,adjetivo-inicia-con-a
apelativo,calificativo/mote/apodo/epiteto/sobrenombre/alias
apendicular,adjetivo-inicia-con-a
apergaminado,acartonado/enteco/flaco/enjuto/seco/amojamado/demacrado
aperitivo,convite/merienda/coctel/refresco/bufe/tapa/pincho
aperturista,adjetivo-inicia-con-a
apestoso,inmundo/maloliento/puerco/molesto/repugnante/insoportable
apetitoso,delicado/rico/sabroso/agradable/gustoso/atrayente
apical,adjetivo-inicia-con-a
apilada,nombre/compuesto-inicia-con-a
aplanadora,niveladora/apisonadora
aplastante,adjetivo-inicia-con-a
aplazable,adjetivo-inicia-con-a
aplazada,adjetivo-inicia-con-a
aplazado,adjetivo-inicia-con-a
aplicable,adjetivo-inicia-con-a
aplicada,adjetivo-inicia-con-a
aplicado,empollon/trabajador/esforzado/diligente/estudioso
apocado,blando/acomplejado/acobardado/cortado/borrego/tranquilo
apocrifo,falso/simulado/aparente/imitado/ficticio/inexacto
apoderado,gerente/comisionado/regente/agente/delegado/mandatario
apodictico,irrefutable/innegable/indiscutible/incuestionable
apolinar,adjetivo-inicia-con-a
apolineo,adonis/bien-parecido/bello/hermoso/guapo
apologetico,encomiastico/lisonjero/laudatorio/favorable/elogioso
apostante,adjetivo-inicia-con-a
apostolico,canuto/catolico/evangelico
apreciable,adjetivo-inicia-con-a
apremiante,adjetivo-inicia-con-a
aprensiva,adjetivo-inicia-con-a
aprensivo,timorato/escrupuloso/hipocondriaco/receloso
apresador,vaquero/trampero/llanero/jinete/gaucho/lacero
apretado,compacto/cenido/apretujado/ajustado/prieto/denso/apelmazado
aprioristico,previo/preconcebido
apropiable,adjetivo-inicia-con-a
aprovechada,adjetivo-inicia-con-a
aprovechado,usurero/aventurero/parasito/intrigante/individualista
aproximado,proximo/impreciso/aproximativo/inexacto/cercano/vecino
